Date,Game,Games_Calc,Games_Calc_(avg_earnings),Subset_Game_Labels,Earnings,Players,Tournaments
12/1/2017,Team Fortress 2,Others,Others,Others,18000,66,3
12/1/2017,S.K.I.L.L. - Special Force 2,Others,Others,Others,15000,15,1
12/1/2017,Paladins,Others,Others,Others,10500,68,2
12/1/2017,The Unspoken,Others,Others,Others,8476.56,3,1
12/1/2017,Age of Empires,Others,Others,Others,8405,42,5
12/1/2017,Dead or Alive 5: Last Round,Others,Others,Others,7250,3,1
12/1/2017,Madden NFL 18,Others,Others,Others,5000,1,1
12/1/2017,Pokémon VGC,Others,Others,Others,5000,8,1
12/1/2017,Yu-Gi-Oh! Duel Links,Others,Others,Others,4970.49,30,19
12/1/2017,Age of Empires II,Others,Others,Others,4614.18,15,5
12/1/2017,osu!,Others,Others,Others,4320,24,1
12/1/2017,Power Rangers: Legacy Wars,Others,Others,Others,4178.55,2,1
12/1/2017,iRacing.com,Others,Others,Others,3000,3,3
12/1/2017,FIFA Online 3,Others,Others,Others,2801.71,4,1
12/1/2017,Chess.com,Others,Others,Others,2801,14,2
12/1/2017,Street Fighter V: Arcade Edition,Others,Others,Others,1900,3,1
12/1/2017,Injustice 2,Others,Others,Others,1704.33,3,1
12/1/2017,Pokkén Tournament DX,Others,Others,Others,1540,3,1
12/1/2017,King of Fighters XIV,Others,Others,Others,1410,3,1
12/1/2017,Guilty Gear Xrd REV 2,Others,Others,Others,1180,3,1
12/1/2017,ARMS,Others,Others,Others,1100.1,9,3
12/1/2017,Lichess,Others,Others,Others,1100,8,2
12/1/2017,BlazBlue: Central Fiction,Others,Others,Others,890,3,1
12/1/2017,TrackMania 2: Stadium,Others,Others,Others,692.57,17,3
12/1/2017,Windjammers,Others,Others,Others,580,3,1
12/1/2017,Hand of the Gods,Others,Others,Others,500,5,2
12/1/2017,Under Night In-Birth EXE: Late[st],Others,Others,Others,500,3,1
12/1/2017,Soul Calibur V,Others,Others,Others,420,3,1
12/1/2017,Battlerite,Others,Others,Others,300,3,1
12/1/2017,Ultra Street Fighter IV,Others,Others,Others,290,3,1
12/1/2017,Ultimate Marvel vs. Capcom 3,Others,Others,Others,250,3,1
12/1/2017,Skullgirls 2nd Encore,Others,Others,Others,230,3,1
12/1/2017,Tekken Tag Tournament 2,Others,Others,Others,210,3,1
12/1/2017,Vampire Savior,Others,Others,Others,200,3,1
12/1/2017,Brawlhalla,Others,Others,Others,27.3,3,1
1/1/2018,Dota 2,Dota 2,Dota 2,Top 10 Customers,1429929.6,216,11
1/1/2018,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,1348379.44,558,48
1/1/2018,Hearthstone,Others,Others,Others,1109486.78,76,11
1/1/2018,SMITE,Others,Others,Others,785000,40,1
1/1/2018,Paladins,Others,Others,Others,300000,41,1
1/1/2018,Call of Duty: WWII,Others,Others,Others,210970,57,9
1/1/2018,Gears of War 4,Others,Others,Others,204500,60,10
1/1/2018,FIFA 18,Others,Others,Others,200000,42,3
1/1/2018,League of Legends,League of Legends,League of Legends,Top 10 Customers,197560.6,80,9
1/1/2018,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,192965.92,106,42
1/1/2018,Rules Of Survival,Others,Others,Others,180000,0,3
1/1/2018,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,Top 10 Customers,111032.72,81,6
1/1/2018,Rocket League,Rocket League,Rocket League,Top 10 Customers,62108.02,103,33
1/1/2018,Chess.com,Others,Others,Others,51399.98,23,2
1/1/2018,Hand of the Gods,Others,Others,Others,50000,13,1
1/1/2018,Super Smash Bros. Melee,Others,Others,Others,29067.35,53,7
1/1/2018,Gwent,Others,Others,Others,25058.13,10,3
1/1/2018,Super Smash Bros. for Wii U,Others,Others,Others,24862.03,55,11
1/1/2018,Tekken 7,Others,Others,Others,22500,21,5
1/1/2018,Pokémon VGC,Others,Others,Others,16000,24,2
1/1/2018,Guilty Gear Xrd REV 2,Others,Others,Others,13260,19,3
1/1/2018,Street Fighter V: Arcade Edition,Others,Others,Others,12100,16,2
1/1/2018,Halo 5: Guardians,Others,Others,Others,11250,45,9
1/1/2018,BlazBlue: Central Fiction,Others,Others,Others,10240,16,2
1/1/2018,King of Fighters XIV,Others,Others,Others,9600,11,2
1/1/2018,Rainbow Six Siege,Rainbow Six Siege,Rainbow Six Siege,Top 10 Customers,8738.95,63,6
1/1/2018,Yu-Gi-Oh! Duel Links,Others,Others,Others,7899.1,78,34
1/1/2018,WarCraft III,Others,Others,Others,5401.82,17,18
1/1/2018,StarCraft: Remastered,Others,Others,Others,4682.6,12,2
1/1/2018,Project M,Others,Others,Others,3440,9,2
1/1/2018,Overwatch,Others,Others,Others,2297.01,50,8
1/1/2018,CrossFire,Others,Others,Others,2282.23,24,5
1/1/2018,Quake Champions,Others,Others,Others,2084.39,7,2
1/1/2018,Marvel vs. Capcom: Infinite,Others,Others,Others,1900,8,1
1/1/2018,Super Smash Bros.,Others,Others,Others,1880,10,2
1/1/2018,Age of Empires II,Others,Others,Others,1715,15,6
1/1/2018,Lichess,Others,Others,Others,1500,5,1
1/1/2018,Mystery Game Tournament,Others,Others,Others,1280,8,1
1/1/2018,TrackMania 2: Stadium,Others,Others,Others,1184.47,10,2
1/1/2018,ARMS,Others,Others,Others,1000,8,1
1/1/2018,Ultimate Marvel vs. Capcom 3,Others,Others,Others,920,3,1
1/1/2018,Skullgirls 2nd Encore,Others,Others,Others,891,3,1
1/1/2018,Under Night In-Birth EXE: Late[st],Others,Others,Others,790,8,1
1/1/2018,Battlerite,Others,Others,Others,750,9,1
1/1/2018,Injustice 2,Others,Others,Others,740,8,1
1/1/2018,Pokkén Tournament DX,Others,Others,Others,530,4,2
1/1/2018,Street Fighter III: 3rd Strike,Others,Others,Others,520,3,1
1/1/2018,Super Street Fighter II Turbo,Others,Others,Others,480,3,1
1/1/2018,Vampire Savior,Others,Others,Others,440,3,1
1/1/2018,Ultra Street Fighter IV,Others,Others,Others,400,3,1
1/1/2018,Killer Instinct (2013),Others,Others,Others,380,3,1
1/1/2018,Melty Blood: Actress Again Current Code,Others,Others,Others,350,3,1
1/1/2018,Guilty Gear XX Accent Core Plus R,Others,Others,Others,340,3,1
1/1/2018,Puyo Puyo Tetris,Others,Others,Others,320,3,1
1/1/2018,Age of Empires,Others,Others,Others,318,3,2
1/1/2018,Arcana Heart 3: Love Max Six Stars!!!!!,Others,Others,Others,250,3,1
1/1/2018,Divekick,Others,Others,Others,250,3,1
1/1/2018,Age of Mythology,Others,Others,Others,240,3,1
1/1/2018,Catherine,Others,Others,Others,240,3,1
1/1/2018,Tatsunoko vs. Capcom: Ultimate All-Stars,Others,Others,Others,230,3,1
1/1/2018,Xonotic,Others,Others,Others,130.48,4,1
1/1/2018,Team Fortress 2,Others,Others,Others,95.08,6,1
1/1/2018,Brawlhalla,Others,Others,Others,15.6,2,1
1/1/2018,World of Tanks Blitz,Others,Others,Others,0,0,1
2/1/2018,Dota 2,Dota 2,Dota 2,Top 10 Customers,1470636.47,192,9
2/1/2018,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,891283.48,553,52
2/1/2018,Rainbow Six Siege,Rainbow Six Siege,Rainbow Six Siege,Top 10 Customers,513029.04,96,3
2/1/2018,Madden NFL 18,Others,Others,Others,403000,32,1
2/1/2018,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,Top 10 Customers,332411.4,132,5
2/1/2018,Heroes of the Storm,Others,Others,Others,281207.26,64,3
2/1/2018,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,223186.67,77,36
2/1/2018,Overwatch,Others,Others,Others,202003.51,225,14
2/1/2018,League of Legends,League of Legends,League of Legends,Top 10 Customers,112339.52,141,12
2/1/2018,Call of Duty: WWII,Others,Others,Others,103297.43,56,10
2/1/2018,Halo 5: Guardians,Others,Others,Others,94500,68,11
2/1/2018,Hearthstone,Others,Others,Others,78830,67,8
2/1/2018,Rocket League,Rocket League,Rocket League,Top 10 Customers,43964.29,117,33
2/1/2018,World of WarCraft,Others,Others,Others,40000,34,4
2/1/2018,Tekken 7,Others,Others,Others,31500,3,1
2/1/2018,Super Smash Bros. for Wii U,Others,Others,Others,26538.64,96,20
2/1/2018,WarCraft III,Others,Others,Others,20835.59,26,15
2/1/2018,Pokémon VGC,Others,Others,Others,20000,27,3
2/1/2018,Team Fortress 2,Others,Others,Others,19889.27,78,3
2/1/2018,Brawlhalla,Others,Others,Others,15093.6,60,4
2/1/2018,Super Smash Bros. Melee,Others,Others,Others,14579.74,64,12
2/1/2018,Fortnite,Fortnite,Fortnite,Top 10 Customers,8690.78,12,1
2/1/2018,NHL 18,Others,Others,Others,7700,5,2
2/1/2018,Point Blank,Others,Others,Others,7022.34,22,1
2/1/2018,Paladins,Others,Others,Others,7000,40,1
2/1/2018,Gears of War 4,Others,Others,Others,4500,30,9
2/1/2018,CrossFire,Others,Others,Others,2282.23,24,5
2/1/2018,ARMS,Others,Others,Others,2057.5,13,3
2/1/2018,Yu-Gi-Oh! Duel Links,Others,Others,Others,2054,40,16
2/1/2018,Project M,Others,Others,Others,1940,16,3
2/1/2018,Quake Champions,Others,Others,Others,1550,8,2
2/1/2018,Gwent,Others,Others,Others,1320,11,2
2/1/2018,Age of Empires,Others,Others,Others,1299.21,5,1
2/1/2018,Age of Empires II,Others,Others,Others,1097,11,5
2/1/2018,Faeria,Others,Others,Others,800,5,2
2/1/2018,TrackMania 2: Stadium,Others,Others,Others,432.42,3,1
2/1/2018,Super Smash Bros. Brawl,Others,Others,Others,400,7,2
2/1/2018,Age of Empires III,Others,Others,Others,350,3,1
2/1/2018,Super Smash Bros.,Others,Others,Others,300,3,1
2/1/2018,Dragon Ball FighterZ,Others,Others,Others,105,1,1
2/1/2018,Xonotic,Others,Others,Others,48.99,3,1
2/1/2018,Age of Mythology,Others,Others,Others,42.88,4,1
2/1/2018,Reflex,Others,Others,Others,30,3,1
3/1/2018,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,3314799.38,756,61
3/1/2018,Dota 2,Dota 2,Dota 2,Top 10 Customers,3138584.99,274,14
3/1/2018,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,979711.52,108,33
3/1/2018,League of Legends,League of Legends,League of Legends,Top 10 Customers,536655.58,333,22
3/1/2018,Rules Of Survival,Others,Others,Others,476000,0,1
3/1/2018,Hearthstone,Others,Others,Others,429551.43,152,16
3/1/2018,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,Top 10 Customers,338531.21,231,7
3/1/2018,Call of Duty: WWII,Others,Others,Others,248836.4,71,4
3/1/2018,Heroes of the Storm,Others,Others,Others,202986.3,80,3
3/1/2018,Magic: The Gathering Online,Others,Others,Others,200000,23,1
3/1/2018,Overwatch,Others,Others,Others,166192.37,207,13
3/1/2018,Clash Royale,Others,Others,Others,147465.8,20,7
3/1/2018,FIFA 18,Others,Others,Others,135974.04,27,3
3/1/2018,Halo 5: Guardians,Others,Others,Others,113000,64,11
3/1/2018,Tekken 7,Others,Others,Others,109750,27,3
3/1/2018,Arena of Valor,Arena of Valor,Arena of Valor,Top 10 Customers,64651.51,22,1
3/1/2018,Street Fighter V: Arcade Edition,Others,Others,Others,60578.65,17,3
3/1/2018,Echo Arena,Others,Others,Others,44692.56,9,1
3/1/2018,Super Smash Bros. for Wii U,Others,Others,Others,42572.79,82,17
3/1/2018,Rainbow Six Siege,Rainbow Six Siege,Rainbow Six Siege,Top 10 Customers,40294.13,85,4
3/1/2018,CrossFire,Others,Others,Others,32882.23,45,7
3/1/2018,Old School Runescape,Others,Others,Others,32000,4,1
3/1/2018,Gwent,Others,Others,Others,25190.06,16,2
3/1/2018,Super Smash Bros. Melee,Others,Others,Others,20169.1,58,10
3/1/2018,World of WarCraft,Others,Others,Others,20000,28,2
3/1/2018,Attack on Titan Tribute Game,Others,Others,Others,18800,19,2
3/1/2018,Paladins,Others,Others,Others,16100,58,4
3/1/2018,The Unspoken,Others,Others,Others,14897.52,3,1
3/1/2018,Fortnite,Fortnite,Fortnite,Top 10 Customers,13316.4,14,2
3/1/2018,Pokémon VGC,Others,Others,Others,12000,20,3
3/1/2018,Gears of War 4,Others,Others,Others,8000,35,13
3/1/2018,Yu-Gi-Oh! Duel Links,Others,Others,Others,7642.92,61,24
3/1/2018,Team Fortress 2,Others,Others,Others,7394.7,42,2
3/1/2018,Quake Champions,Others,Others,Others,6471.32,14,4
3/1/2018,Rocket League,Rocket League,Rocket League,Top 10 Customers,5848.31,51,10
3/1/2018,Dragon Ball FighterZ,Others,Others,Others,3571.5,8,3
3/1/2018,Splatoon 2,Others,Others,Others,3360,0,2
3/1/2018,Age of Empires,Others,Others,Others,3292.97,33,3
3/1/2018,iRacing.com,Others,Others,Others,3000,106,3
3/1/2018,TrackMania 2: Stadium,Others,Others,Others,2884.44,8,3
3/1/2018,Brawlhalla,Others,Others,Others,2723.4,35,3
3/1/2018,Age of Empires II,Others,Others,Others,2608.21,28,10
3/1/2018,WarCraft III,Others,Others,Others,2504.21,18,21
3/1/2018,Lichess,Others,Others,Others,2200,5,1
3/1/2018,osu!,Others,Others,Others,1440,30,3
3/1/2018,Faeria,Others,Others,Others,800,6,2
3/1/2018,Marvel vs. Capcom: Infinite,Others,Others,Others,730,3,1
3/1/2018,King of Fighters XIV,Others,Others,Others,605,3,1
3/1/2018,Project M,Others,Others,Others,589.95,9,3
3/1/2018,ARMS,Others,Others,Others,536.17,7,3
3/1/2018,Age of Empires Online,Others,Others,Others,500,4,1
3/1/2018,Quake II,Others,Others,Others,379.5,2,1
3/1/2018,BlazBlue: Central Fiction,Others,Others,Others,350,3,1
3/1/2018,Guilty Gear Xrd REV 2,Others,Others,Others,340,3,1
3/1/2018,Pokkén Tournament DX,Others,Others,Others,340,3,1
3/1/2018,BlazBlue: Cross Tag Battle,Others,Others,Others,320,6,1
3/1/2018,StarCraft: Remastered,Others,Others,Others,315.01,4,1
3/1/2018,Age of Empires III,Others,Others,Others,250,4,1
3/1/2018,Melty Blood: Actress Again Current Code,Others,Others,Others,200,3,1
3/1/2018,Warsow,Others,Others,Others,183,2,1
3/1/2018,Dengeki Bunko: Fighting Climax Ignition,Others,Others,Others,150,3,1
3/1/2018,Guilty Gear XX Accent Core Plus R,Others,Others,Others,150,3,1
3/1/2018,Street Fighter Alpha 2,Others,Others,Others,150,3,1
3/1/2018,Persona 4 Arena Ultimax,Others,Others,Others,120,3,1
4/1/2018,League of Legends,League of Legends,League of Legends,Top 10 Customers,1985731.38,665,27
4/1/2018,Dota 2,Dota 2,Dota 2,Top 10 Customers,1576985.88,309,14
4/1/2018,Heroes of the Storm,Others,Others,Others,1509144,185,6
4/1/2018,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,1270684.38,1488,86
4/1/2018,Call of Duty: WWII,Others,Others,Others,1106280,95,6
4/1/2018,Halo 5: Guardians,Others,Others,Others,1000000,64,1
4/1/2018,FIFA 18,Others,Others,Others,603972.43,102,10
4/1/2018,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,Top 10 Customers,441067.01,228,13
4/1/2018,Rocket League,Rocket League,Rocket League,Top 10 Customers,380275.89,205,23
4/1/2018,FIFA Online 3,Others,Others,Others,237112.5,36,1
4/1/2018,Mobile Legends: Bang Bang,Others,Others,Others,230051,118,2
4/1/2018,Arena of Valor,Arena of Valor,Arena of Valor,Top 10 Customers,222562.09,100,3
4/1/2018,Gears of War 4,Others,Others,Others,203000,65,7
4/1/2018,Rainbow Six Siege,Rainbow Six Siege,Rainbow Six Siege,Top 10 Customers,141239.63,236,11
4/1/2018,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,104375.81,84,34
4/1/2018,Gwent,Others,Others,Others,100000,5,1
4/1/2018,World of WarCraft,Others,Others,Others,100000,29,1
4/1/2018,Zula,Others,Others,Others,100000,20,1
4/1/2018,Street Fighter V: Arcade Edition,Others,Others,Others,86459.5,33,3
4/1/2018,Overwatch,Others,Others,Others,85483.4,181,13
4/1/2018,Hearthstone,Others,Others,Others,68838.76,81,13
4/1/2018,Heroes of Newerth,Others,Others,Others,64039.12,25,1
4/1/2018,Fortnite,Fortnite,Fortnite,Top 10 Customers,60537.75,78,3
4/1/2018,Chess.com,Others,Others,Others,51002,30,2
4/1/2018,Attack on Titan Tribute Game,Others,Others,Others,50000,8,1
4/1/2018,Mad Skills Motocross 2,Others,Others,Others,30000,12,1
4/1/2018,Brawlhalla,Others,Others,Others,20040,65,7
4/1/2018,WarCraft III,Others,Others,Others,18030.63,27,18
4/1/2018,Team Fortress 2,Others,Others,Others,17970,63,3
4/1/2018,Project Cars 2,Others,Others,Others,16950,6,1
4/1/2018,Super Smash Bros. Melee,Others,Others,Others,16930,63,10
4/1/2018,Battalion 1944,Others,Others,Others,15273.59,30,2
4/1/2018,Point Blank,Others,Others,Others,14408.82,20,2
4/1/2018,Pokémon VGC,Others,Others,Others,14000,16,2
4/1/2018,Super Smash Bros. for Wii U,Others,Others,Others,13498.81,95,18
4/1/2018,Paladins,Others,Others,Others,10500,82,2
4/1/2018,Age of Empires II,Others,Others,Others,9048.44,47,13
4/1/2018,Tekken 7,Others,Others,Others,8000,15,4
4/1/2018,Yu-Gi-Oh! Duel Links,Others,Others,Others,7165.93,55,14
4/1/2018,NHL 18,Others,Others,Others,5000,16,2
4/1/2018,TrackMania 2: Stadium,Others,Others,Others,4918.71,19,5
4/1/2018,Age of Empires,Others,Others,Others,4202.75,22,3
4/1/2018,World of Tanks Blitz,Others,Others,Others,3330,0,1
4/1/2018,Lichess,Others,Others,Others,3200,6,1
4/1/2018,Guilty Gear Xrd REV 2,Others,Others,Others,3168,8,1
4/1/2018,BlazBlue: Central Fiction,Others,Others,Others,2790,8,1
4/1/2018,Under Night In-Birth EXE: Late[st],Others,Others,Others,2720,8,1
4/1/2018,ARMS,Others,Others,Others,2552.6,23,5
4/1/2018,Faeria,Others,Others,Others,2500,4,1
4/1/2018,Dragon Ball FighterZ,Others,Others,Others,1903.76,11,2
4/1/2018,Quake Champions,Others,Others,Others,1386.12,13,5
4/1/2018,StarCraft: Remastered,Others,Others,Others,1062,6,2
4/1/2018,CrossFire,Others,Others,Others,978.1,16,2
4/1/2018,Injustice 2,Others,Others,Others,503.76,3,1
4/1/2018,Age of Empires III,Others,Others,Others,400,8,3
4/1/2018,TrackMania 2: Canyon,Others,Others,Others,369.6,3,1
4/1/2018,Project M,Others,Others,Others,320.74,7,2
4/1/2018,Age of Mythology,Others,Others,Others,168,3,1
4/1/2018,Reflex,Others,Others,Others,133.66,9,2
4/1/2018,Xonotic,Others,Others,Others,98.28,3,1
5/1/2018,Dota 2,Dota 2,Dota 2,Top 10 Customers,3365918.69,239,18
5/1/2018,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,1722126.3,853,68
5/1/2018,League of Legends,League of Legends,League of Legends,Top 10 Customers,1503802.19,206,8
5/1/2018,Overwatch,Others,Others,Others,1065899.1,600,14
5/1/2018,FIFA 18,Others,Others,Others,572357.57,102,13
5/1/2018,Hearthstone,Others,Others,Others,411852.52,247,14
5/1/2018,Paladins,Others,Others,Others,253500,102,4
5/1/2018,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,Top 10 Customers,209255,155,4
5/1/2018,Rainbow Six Siege,Rainbow Six Siege,Rainbow Six Siege,Top 10 Customers,174893.35,60,2
5/1/2018,Attack on Titan Tribute Game,Others,Others,Others,170900,19,5
5/1/2018,StarCraft: Remastered,Others,Others,Others,166140.85,42,5
5/1/2018,SMITE,Others,Others,Others,149500,50,3
5/1/2018,Arena of Valor,Arena of Valor,Arena of Valor,Top 10 Customers,137891.56,61,2
5/1/2018,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,122308.62,105,43
5/1/2018,Radical Heights,Others,Others,Others,120000,12,2
5/1/2018,NBA 2K18,Others,Others,Others,100000,36,1
5/1/2018,Heroes of the Storm,Others,Others,Others,65563,81,5
5/1/2018,Quake Champions,Others,Others,Others,57000,48,21
5/1/2018,Fortnite,Fortnite,Fortnite,Top 10 Customers,52934.56,61,6
5/1/2018,Point Blank,Others,Others,Others,49000,35,1
5/1/2018,Super Smash Bros. Melee,Others,Others,Others,47453.69,86,17
5/1/2018,World of WarCraft,Others,Others,Others,42000,55,5
5/1/2018,Street Fighter V: Arcade Edition,Others,Others,Others,38070.35,23,4
5/1/2018,Call of Duty: WWII,Others,Others,Others,36548,28,4
5/1/2018,RaceRoom Racing Experience,Others,Others,Others,27768.7,91,5
5/1/2018,Gwent,Others,Others,Others,25000,8,1
5/1/2018,Super Smash Bros. for Wii U,Others,Others,Others,22865.33,92,20
5/1/2018,Tekken 7,Others,Others,Others,18567.64,22,5
5/1/2018,Killer Instinct (2013),Others,Others,Others,16410,8,1
5/1/2018,WarCraft III,Others,Others,Others,16233.42,29,17
5/1/2018,Rocket League,Rocket League,Rocket League,Top 10 Customers,14691.59,84,24
5/1/2018,Injustice 2,Others,Others,Others,12661.88,11,2
5/1/2018,Pokémon VGC,Others,Others,Others,12000,19,3
5/1/2018,Dragon Ball FighterZ,Others,Others,Others,7947.06,12,2
5/1/2018,Clash Royale,Others,Others,Others,5966.2,15,1
5/1/2018,NHL 18,Others,Others,Others,5000,1,1
5/1/2018,Brawlhalla,Others,Others,Others,4000,35,2
5/1/2018,Mortal Kombat XL,Others,Others,Others,3810,8,1
5/1/2018,Lichess,Others,Others,Others,3600,5,1
5/1/2018,Guilty Gear Xrd REV 2,Others,Others,Others,3579.64,11,2
5/1/2018,Mortal Kombat 9,Others,Others,Others,3260,8,1
5/1/2018,King of Fighters XIV,Others,Others,Others,2294.23,12,2
5/1/2018,Age of Empires II,Others,Others,Others,2070,20,12
5/1/2018,Under Night In-Birth EXE: Late[st],Others,Others,Others,1962.94,11,2
5/1/2018,Age of Empires,Others,Others,Others,1835,18,2
5/1/2018,Super Street Fighter II Turbo,Others,Others,Others,1777.53,11,2
5/1/2018,Yu-Gi-Oh! Duel Links,Others,Others,Others,1769.56,40,14
5/1/2018,BlazBlue: Central Fiction,Others,Others,Others,1583.06,12,2
5/1/2018,osu!,Others,Others,Others,1525,18,2
5/1/2018,Chess.com,Others,Others,Others,1400,7,1
5/1/2018,Vampire Savior,Others,Others,Others,1370,8,1
5/1/2018,Marvel vs. Capcom: Infinite,Others,Others,Others,1362.12,11,2
5/1/2018,Skullgirls 2nd Encore,Others,Others,Others,1340,8,1
5/1/2018,Mystery Game Tournament,Others,Others,Others,1280,8,1
5/1/2018,Street Fighter III: 3rd Strike,Others,Others,Others,1070,8,1
5/1/2018,Project M,Others,Others,Others,684.92,9,2
5/1/2018,TrackMania 2: Stadium,Others,Others,Others,650.76,13,1
5/1/2018,Super Smash Bros.,Others,Others,Others,574.59,8,1
5/1/2018,ARMS,Others,Others,Others,434.4,17,8
5/1/2018,Age of Empires III,Others,Others,Others,400,8,3
5/1/2018,Super Smash Bros. Brawl,Others,Others,Others,358.19,8,1
5/1/2018,iRacing.com,Others,Others,Others,210,5,1
5/1/2018,Ultra Street Fighter IV,Others,Others,Others,170.81,4,1
5/1/2018,Sailor Moon S,Others,Others,Others,163.06,4,1
5/1/2018,rFactor 2,Others,Others,Others,113,1,1
5/1/2018,Garou: Mark of the Wolves,Others,Others,Others,108.71,4,1
5/1/2018,Samurai Shodown V Special,Others,Others,Others,108.71,4,1
5/1/2018,Soul Calibur II HD Online,Others,Others,Others,85.41,4,1
5/1/2018,Windjammers,Others,Others,Others,85.41,4,1
5/1/2018,Soul Calibur V,Others,Others,Others,77.64,4,1
6/1/2018,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Top 10 Customers,2126850.1,869,69
6/1/2018,Dota 2,Dota 2,Dota 2,Top 10 Customers,1637497.41,216,10
6/1/2018,Overwatch,Others,Others,Others,1538448,500,17
6/1/2018,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,PLAYERUNKNOWN’S BATTLEGROUNDS,Top 10 Customers,1175086.99,476,17
6/1/2018,Hearthstone,Others,Others,Others,704638.99,146,21
6/1/2018,CrossFire,Others,Others,Others,602468.8,129,2
6/1/2018,CrossFire Mobile,Others,Others,Others,359191,50,1
6/1/2018,StarCraft II,StarCraft II,StarCraft II,Top 10 Customers,324410.96,135,30
6/1/2018,FIFA 18,Others,Others,Others,256343.52,66,3
6/1/2018,Rocket League,Rocket League,Rocket League,Top 10 Customers,253825.4,42,5
6/1/2018,Heroes of the Storm,Others,Others,Others,250000,60,1
6/1/2018,Call of Duty: WWII,Others,Others,Others,208766.76,64,7
6/1/2018,League of Legends,League of Legends,League of Legends,Top 10 Customers,178369.02,262,15
6/1/2018,NBA 2K18,Others,Others,Others,150000,48,1
6/1/2018,Call of Duty Online,Others,Others,Others,137860.8,0,1
6/1/2018,Fortnite,Fortnite,Fortnite,Top 10 Customers,115159.8,101,11
6/1/2018,NHL 18,Others,Others,Others,85000,6,1
6/1/2018,Arena of Valor,Arena of Valor,Arena of Valor,Top 10 Customers,84000,44,2
6/1/2018,Rainbow Six Siege,Rainbow Six Siege,Rainbow Six Siege,Top 10 Customers,83415.77,96,4
6/1/2018,Clash Royale,Others,Others,Others,78698.69,19,1
6/1/2018,Forza Motorsport 7,Others,Others,Others,75000,12,1
6/1/2018,H1Z1,Others,Others,Others,75000,20,1
6/1/2018,Warface,Others,Others,Others,63495,15,1
6/1/2018,Super Smash Bros. Melee,Others,Others,Others,44520,51,10
6/1/2018,Brawlhalla,Others,Others,Others,42300,61,9
6/1/2018,World of WarCraft,Others,Others,Others,42000,47,5
6/1/2018,Critical Ops,Others,Others,Others,40000,29,1
6/1/2018,Super Smash Bros. for Wii U,Others,Others,Others,35933,61,15
6/1/2018,Old School Runescape,Others,Others,Others,32000,4,1
6/1/2018,Dragon Ball FighterZ,Others,Others,Others,28833.1,19,2
6/1/2018,Battlerite,Others,Others,Others,28000,24,1
6/1/2018,SMITE,Others,Others,Others,20000,12,1
6/1/2018,World of Tanks Blitz,Others,Others,Others,20000,0,1
6/1/2018,WarCraft III,Others,Others,Others,18661.5,27,7
6/1/2018,Gwent,Others,Others,Others,15000,16,2
6/1/2018,Tekken 7,Others,Others,Others,13916.5,20,5
6/1/2018,StarCraft: Remastered,Others,Others,Others,10883.01,16,4
6/1/2018,Quake Champions,Others,Others,Others,10600,53,26
6/1/2018,Pokémon VGC,Others,Others,Others,10000,16,2
6/1/2018,Paladins,Others,Others,Others,7000,35,1
6/1/2018,Point Blank,Others,Others,Others,6855.2,23,1
6/1/2018,Yu-Gi-Oh! Duel Links,Others,Others,Others,5798.69,68,20
6/1/2018,Heroes of Newerth,Others,Others,Others,4540.57,9,1
6/1/2018,Halo 5: Guardians,Others,Others,Others,4000,12,2
6/1/2018,iRacing.com,Others,Others,Others,3886.2,20,2
6/1/2018,Chess.com,Others,Others,Others,3514,9,2
6/1/2018,Age of Empires II,Others,Others,Others,3373.36,29,9
6/1/2018,ARMS,Others,Others,Others,2960.57,23,6
